timestamp,date,time,day_of_week,hour_of_day,weight_g,material,print_hours,material_cost,variable_cost,total_cost,sell_price,margin_pct,profit_amount,multicolor,abrasive,rush,printer_power_kw,energy_price,labour_cost,monitoring_pct,maintenance_cost,overhead_year,annual_hours,markup_material,markup_variable,spoed_surcharge,abrasive_surcharge,color_fee_min,color_fee_max,auto_time_per_gram,auto_hours_used
2025-05-08 12:26:03,2025-05-08,12:26:03,Thursday,12,13.2,PLA Matte,0.51,0.2,1.83,2.02,3.32,63.8,1.29,False,False,False,1.02,0.29,29.5,9.0,0.094,1071.0,2000,90.0,61.0,46.0,0.5,15.0,18.0,0.02,False
2025-05-08 13:51:15,2025-05-08,13:51:15,Thursday,13,149.9,Nylon,3.57,6.0,12.91,18.9,34.52,82.6,15.62,False,False,False,1.09,0.28,30.3,9.0,0.078,1010.0,2000,112.0,69.0,30.0,0.5,11.0,16.0,0.024,True
2025-05-08 16:33:08,2025-05-08,16:33:08,Thursday,16,75.7,PETG Basic,1.52,1.06,6.19,7.25,12.21,68.4,4.96,False,False,False,1.09,0.31,34.7,9.0,0.099,1025.0,2000,94.0,64.0,29.0,0.5,12.0,18.0,0.02,True
2025-05-08 17:00:57,2025-05-08,17:00:57,Thursday,17,223.5,PC,3.92,4.47,11.33,15.8,43.65,176.2,27.85,True,False,False,1.02,0.3,25.1,8.0,0.072,1011.0,2000,119.0,62.0,46.0,0.5,13.0,18.0,0.018,True
2025-05-11 09:00:30,2025-05-11,09:00:30,Sunday,9,288.4,PLA Wood,6.53,5.77,22.94,28.71,50.7,76.6,22.0,False,False,False,1.06,0.32,28.9,9.0,0.097,951.0,2000,103.0,70.0,47.0,0.5,14.0,15.0,0.023,True
2025-05-11 09:57:40,2025-05-11,09:57:40,Sunday,9,546.3,PETG-CF,8.22,13.11,28.65,41.76,75.48,80.8,33.73,False,True,False,1.06,0.28,23.8,9.0,0.073,946.0,2000,89.0,77.0,39.0,0.5,12.0,17.0,0.015,True
2025-05-11 11:00:39,2025-05-11,11:00:39,Sunday,11,51.3,TPU 95A,1.28,1.54,4.61,6.15,10.51,71.0,4.36,False,False,False,1.04,0.3,30.2,9.0,0.076,986.0,2000,83.0,67.0,29.0,0.5,13.0,17.0,0.025,True
2025-05-11 11:09:02,2025-05-11,11:09:02,Sunday,11,264.5,PC Carbon,4.98,7.93,17.87,25.81,46.65,80.8,20.84,False,True,False,1.02,0.3,27.6,8.0,0.099,951.0,2000,96.0,74.0,47.0,0.5,14.0,18.0,0.019,True
2025-05-12 14:40:34,2025-05-12,14:40:34,Monday,14,33.9,PETG-CF,0.82,0.81,3.51,4.33,7.29,68.5,2.97,False,True,False,1.03,0.31,28.6,10.0,0.085,1043.0,2000,101.0,61.0,32.0,0.5,14.0,17.0,0.024,True
2025-05-12 14:49:30,2025-05-12,14:49:30,Monday,14,139.1,Glass Fiber,3.28,3.48,13.99,17.47,29.94,71.3,12.46,False,True,False,1.03,0.28,23.3,12.0,0.09,1184.0,2000,117.0,60.0,32.0,0.5,12.0,19.0,0.024,True
2025-05-12 15:24:54,2025-05-12,15:24:54,Monday,15,158.0,PETG Basic,2.47,2.21,8.81,11.03,19.78,79.4,8.76,False,False,False,1.01,0.3,33.1,8.0,0.096,1043.0,2000,85.0,78.0,35.0,0.5,15.0,18.0,0.016,True
2025-05-12 15:59:08,2025-05-12,15:59:08,Monday,15,263.7,PC Carbon,5.42,7.91,29.52,37.43,66.44,77.5,29.01,False,True,False,1.06,0.29,33.6,12.0,0.077,1060.0,2000,113.0,68.0,29.0,0.5,13.0,17.0,0.021,True
2025-05-13 02:01:41,2025-05-13,02:01:41,Tuesday,2,91.7,Glass Fiber,2.26,2.29,9.72,12.01,21.81,81.6,9.8,False,True,False,1.1,0.29,28.6,10.0,0.089,1065.0,2000,101.0,77.0,34.0,0.5,13.0,16.0,0.025,True
2025-05-13 09:23:11,2025-05-13,09:23:11,Tuesday,9,99.7,TPU 95A,2.17,2.99,8.17,11.16,18.84,68.8,7.68,False,False,False,1.07,0.3,34.8,8.0,0.083,1151.0,2000,93.0,60.0,37.0,0.5,12.0,17.0,0.022,True
2025-05-13 11:36:52,2025-05-13,11:36:52,Tuesday,11,269.4,PLA Matte,5.83,4.04,24.52,28.56,51.55,80.5,22.99,False,False,False,1.01,0.29,29.7,11.0,0.092,1107.0,2000,114.0,75.0,39.0,0.5,12.0,19.0,0.022,True
2025-05-14 16:50:11,2025-05-14,16:50:11,Wednesday,16,504.7,PLA Premium,8.15,15.14,27.39,42.53,81.8,92.3,39.26,False,False,False,1.01,0.32,24.3,10.0,0.079,1058.0,2000,120.0,77.0,44.0,0.5,14.0,18.0,0.016,True
2025-05-14 17:04:00,2025-05-14,17:04:00,Wednesday,17,54.6,TPU 95A,1.27,1.64,4.02,5.66,10.26,81.4,4.61,False,False,False,1.04,0.28,27.7,8.0,0.071,1171.0,2000,107.0,71.0,31.0,0.5,10.0,17.0,0.023,True
2025-05-14 17:46:23,2025-05-14,17:46:23,Wednesday,17,114.7,PLA Basic,2.11,1.61,7.89,9.5,23.76,150.2,14.26,False,False,True,1.1,0.29,27.7,10.0,0.075,1152.0,2000,114.0,70.0,41.0,0.5,12.0,16.0,0.018,True
2025-05-15 12:20:28,2025-05-15,12:20:28,Thursday,12,71.5,PLA Basic,3.47,1.0,13.67,14.67,40.53,176.4,25.87,True,False,False,1.02,0.29,25.7,12.0,0.088,941.0,2000,107.0,79.0,38.0,0.5,12.0,16.0,0.02,False
2025-05-15 14:00:20,2025-05-15,14:00:20,Thursday,14,338.5,ABS,5.09,5.42,17.23,22.64,40.84,80.4,18.2,False,False,False,1.01,0.31,30.2,8.0,0.074,1162.0,2000,88.0,78.0,28.0,0.5,11.0,18.0,0.015,True
2025-05-15 14:02:05,2025-05-15,14:02:05,Thursday,14,138.8,PC,2.17,2.78,8.02,10.79,18.86,74.7,8.06,False,False,False,1.04,0.31,31.4,9.0,0.074,945.0,2000,94.0,68.0,35.0,0.5,11.0,19.0,0.016,True
2025-05-15 17:43:08,2025-05-15,17:43:08,Thursday,17,200.9,PLA Wood,3.48,4.02,10.86,14.88,28.31,90.3,13.43,False,False,False,1.01,0.31,25.2,9.0,0.09,901.0,2000,118.0,80.0,27.0,0.5,12.0,15.0,0.017,True
2025-05-16 15:00:30,2025-05-16,15:00:30,Friday,15,288.8,PLA Wood,7.05,5.78,22.01,27.78,48.01,72.8,20.23,False,False,False,1.01,0.29,24.2,9.0,0.088,1125.0,2000,95.0,67.0,36.0,0.5,13.0,17.0,0.024,True
2025-05-17 08:09:12,2025-05-17,08:09:12,Saturday,8,146.7,PC Carbon,4.92,4.4,23.52,27.92,47.94,71.7,20.03,False,True,False,1.06,0.3,32.9,10.0,0.081,1181.0,2000,81.0,70.0,45.0,0.5,11.0,18.0,0.02,False
2025-05-17 10:06:23,2025-05-17,10:06:23,Saturday,10,183.3,PA-CF,4.22,4.03,17.93,21.96,37.96,72.8,16.0,False,True,False,1.04,0.29,25.5,11.0,0.078,1128.0,2000,81.0,71.0,33.0,0.5,10.0,18.0,0.023,True
2025-05-18 04:03:02,2025-05-18,04:03:02,Sunday,4,41.5,PC,0.94,0.83,3.52,4.35,7.79,79.1,3.44,False,False,False,1.05,0.29,25.8,11.0,0.082,1041.0,2000,92.0,76.0,38.0,0.5,12.0,17.0,0.023,True
2025-05-18 10:51:38,2025-05-18,10:51:38,Sunday,10,110.5,Glass Fiber,2.27,2.76,8.69,11.45,20.35,77.8,8.9,False,True,False,1.0,0.31,24.9,10.0,0.072,909.0,2000,99.0,71.0,39.0,0.5,11.0,16.0,0.021,True
2025-05-18 11:21:29,2025-05-18,11:21:29,Sunday,11,279.1,PA-CF,9.56,6.14,32.54,38.68,67.86,75.4,29.18,False,True,False,1.04,0.3,25.2,8.0,0.097,957.0,2000,99.0,71.0,34.0,0.5,14.0,15.0,0.02,False
2025-05-18 17:28:42,2025-05-18,17:28:42,Sunday,17,595.8,PLA Silk,10.48,17.87,38.69,56.56,97.94,73.2,41.38,False,False,False,1.07,0.3,25.3,11.0,0.075,1025.0,2000,93.0,64.0,43.0,0.5,12.0,19.0,0.018,True
2025-05-18 18:38:02,2025-05-18,18:38:02,Sunday,18,138.2,Nylon,3.24,5.53,14.0,19.53,35.33,80.9,15.8,False,False,False,1.1,0.29,31.3,11.0,0.074,971.0,2000,101.0,73.0,41.0,0.5,12.0,18.0,0.023,True
2025-05-19 06:26:54,2025-05-19,06:26:54,Monday,6,213.3,PLA Silk,6.49,6.4,18.94,25.34,45.71,80.4,20.37,False,False,False,1.04,0.29,23.1,9.0,0.079,917.0,2000,120.0,67.0,43.0,0.5,11.0,17.0,0.02,False
2025-05-19 10:20:58,2025-05-19,10:20:58,Monday,10,67.9,PLA Matte,1.27,1.02,5.52,6.54,11.24,71.7,4.69,False,False,False,1.08,0.32,34.4,10.0,0.087,955.0,2000,81.0,70.0,39.0,0.5,14.0,18.0,0.019,True
2025-05-19 18:07:59,2025-05-19,18:07:59,Monday,18,74.8,Glass Fiber,1.63,1.87,7.25,9.12,15.58,70.8,6.46,False,True,False,1.08,0.3,30.4,10.0,0.072,1025.0,2000,105.0,62.0,44.0,0.5,13.0,18.0,0.022,True
2025-05-19 19:16:50,2025-05-19,19:16:50,Monday,19,431.5,PLA Silk,8.17,12.95,26.39,39.34,72.58,84.5,33.24,False,False,False,1.01,0.3,28.2,8.0,0.084,1175.0,2000,112.0,71.0,29.0,0.5,13.0,20.0,0.019,True
2025-05-20 06:43:03,2025-05-20,06:43:03,Tuesday,6,324.7,PA-CF,12.11,7.14,56.46,63.61,110.71,74.1,47.1,False,True,False,1.01,0.3,33.0,10.0,0.07,979.0,2000,114.0,69.0,31.0,0.5,15.0,17.0,0.02,False
2025-05-20 07:59:25,2025-05-20,07:59:25,Tuesday,7,84.7,PLA Silk,2.53,2.54,7.91,10.45,19.35,85.2,8.9,False,False,False,1.04,0.28,27.7,8.0,0.093,1049.0,2000,120.0,74.0,30.0,0.5,11.0,18.0,0.02,False
2025-05-20 10:53:40,2025-05-20,10:53:40,Tuesday,10,272.7,PC Carbon,4.76,8.18,18.06,26.24,46.62,77.7,20.38,False,True,False,1.03,0.32,26.2,9.0,0.09,1031.0,2000,88.0,73.0,44.0,0.5,12.0,17.0,0.017,True
2025-05-20 12:47:23,2025-05-20,12:47:23,Tuesday,12,474.5,PLA Wood,8.62,9.49,32.5,41.99,70.54,68.0,28.56,False,False,False,1.06,0.32,34.7,8.0,0.088,1134.0,2000,92.0,61.0,30.0,0.5,12.0,19.0,0.018,True
2025-05-20 16:11:47,2025-05-20,16:11:47,Tuesday,16,233.3,PLA Basic,4.65,3.27,19.69,22.95,42.49,85.1,19.54,False,False,False,1.09,0.31,30.1,11.0,0.098,974.0,2000,116.0,80.0,43.0,0.5,12.0,18.0,0.02,True
2025-05-21 16:06:57,2025-05-21,16:06:57,Wednesday,16,11.5,ASA,0.28,0.23,1.09,1.32,17.86,1256.3,16.55,True,False,False,1.01,0.3,33.5,9.0,0.092,945.0,2000,91.0,77.0,49.0,0.5,11.0,20.0,0.024,True
2025-05-21 17:51:48,2025-05-21,17:51:48,Wednesday,17,47.4,PLA Premium,1.14,1.42,4.51,5.94,10.3,73.5,4.36,False,False,False,1.08,0.31,30.2,10.0,0.094,1020.0,2000,110.0,62.0,32.0,0.5,10.0,17.0,0.02,False
2025-05-21 23:30:36,2025-05-21,23:30:36,Wednesday,23,60.8,PA12-CF,1.41,1.46,6.43,7.89,13.71,73.7,5.82,False,True,False,1.06,0.31,28.0,11.0,0.096,1114.0,2000,99.0,68.0,45.0,0.5,15.0,19.0,0.023,True
2025-05-22 07:34:12,2025-05-22,07:34:12,Thursday,7,42.7,PETG-CF,1.46,1.02,6.44,7.47,12.88,72.5,5.41,False,True,False,1.0,0.31,26.7,11.0,0.085,1162.0,2000,107.0,67.0,48.0,0.5,10.0,17.0,0.02,False
2025-05-22 14:06:46,2025-05-22,14:06:46,Thursday,14,60.8,PETG Basic,1.3,0.85,5.17,6.02,10.09,67.6,4.07,False,False,False,1.04,0.29,31.0,10.0,0.097,952.0,2000,108.0,61.0,31.0,0.5,12.0,15.0,0.021,True
2025-05-22 16:39:56,2025-05-22,16:39:56,Thursday,16,18.3,Glass Fiber,0.38,0.46,1.63,2.09,3.45,65.4,1.36,False,True,False,1.08,0.3,25.3,11.0,0.095,1175.0,2000,81.0,61.0,35.0,0.5,11.0,17.0,0.021,True
2025-05-22 21:43:04,2025-05-22,21:43:04,Thursday,21,135.0,PETG Basic,2.93,1.89,11.36,13.25,23.87,80.1,10.62,False,False,False,1.07,0.31,31.8,9.0,0.097,1174.0,2000,105.0,76.0,35.0,0.5,13.0,18.0,0.022,True
2025-05-23 06:04:06,2025-05-23,06:04:06,Friday,6,59.1,PC Carbon,0.92,1.77,4.0,5.77,10.88,88.5,5.11,False,True,False,1.04,0.31,29.3,10.0,0.093,995.0,2000,110.0,79.0,38.0,0.5,13.0,17.0,0.015,True
2025-05-23 10:57:59,2025-05-23,10:57:59,Friday,10,123.6,ABS,2.15,1.98,7.55,9.53,46.02,382.9,36.49,True,False,True,1.08,0.29,28.2,9.0,0.078,1168.0,2000,112.0,72.0,43.0,0.5,12.0,18.0,0.017,True
2025-05-23 12:24:25,2025-05-23,12:24:25,Friday,12,94.2,PLA Basic,2.32,1.32,7.42,8.74,14.93,70.7,6.18,False,False,False,1.0,0.28,25.9,9.0,0.084,1010.0,2000,86.0,68.0,48.0,0.5,10.0,20.0,0.025,True
2025-05-24 14:19:48,2025-05-24,14:19:48,Saturday,14,394.8,PC,7.7,7.9,29.0,36.9,64.78,75.6,27.88,False,False,False,1.06,0.28,26.3,11.0,0.097,959.0,2000,96.0,70.0,47.0,0.5,12.0,17.0,0.02,True
2025-05-24 15:35:23,2025-05-24,15:35:23,Saturday,15,36.3,PA12-CF,1.02,0.87,4.08,4.95,8.51,71.9,3.56,False,True,False,1.02,0.28,23.4,11.0,0.077,1129.0,2000,118.0,62.0,37.0,0.5,11.0,19.0,0.02,False
2025-05-24 15:55:41,2025-05-24,15:55:41,Saturday,15,207.5,Glass Fiber,4.33,5.19,17.84,23.03,42.44,84.3,19.41,False,True,False,1.05,0.31,27.6,10.0,0.072,927.0,2000,99.0,80.0,33.0,0.5,11.0,16.0,0.021,True
2025-05-24 17:54:19,2025-05-24,17:54:19,Saturday,17,134.0,PETG Basic,5.46,1.88,24.39,26.26,45.12,71.8,18.85,False,False,False,1.07,0.3,29.8,12.0,0.096,947.0,2000,95.0,70.0,28.0,0.5,13.0,20.0,0.02,False
2025-05-25 09:59:25,2025-05-25,09:59:25,Sunday,9,121.2,Glass Fiber,2.27,3.03,11.79,14.82,26.8,80.9,11.98,False,True,False,1.07,0.29,34.6,11.0,0.098,957.0,2000,92.0,78.0,46.0,0.5,11.0,19.0,0.019,True
2025-05-26 01:04:40,2025-05-26,01:04:40,Monday,1,288.2,PETG-CF,13.65,6.92,51.36,58.28,121.92,109.2,63.65,True,True,False,1.08,0.29,25.3,9.0,0.087,1171.0,2000,95.0,79.0,29.0,0.5,14.0,19.0,0.02,False
2025-05-26 06:34:02,2025-05-26,06:34:02,Monday,6,148.8,PLA Silk,6.42,4.46,22.66,27.13,49.17,81.3,22.04,False,False,False,1.01,0.3,29.3,9.0,0.083,1014.0,2000,108.0,76.0,34.0,0.5,13.0,18.0,0.02,False
2025-05-26 12:14:33,2025-05-26,12:14:33,Monday,12,93.1,Glass Fiber,2.69,2.33,10.46,12.79,23.49,83.6,10.7,False,True,False,1.06,0.31,27.7,9.0,0.092,952.0,2000,118.0,76.0,35.0,0.5,14.0,18.0,0.02,False
2025-05-26 14:13:00,2025-05-26,14:13:00,Monday,14,127.2,Glass Fiber,1.93,3.18,7.66,10.84,19.71,81.7,8.87,False,True,False,1.09,0.31,30.8,8.0,0.08,1179.0,2000,98.0,75.0,31.0,0.5,11.0,16.0,0.015,True
2025-05-26 15:05:35,2025-05-26,15:05:35,Monday,15,111.1,PLA Silk,2.77,3.33,10.34,13.67,23.47,71.7,9.8,False,False,False,1.01,0.31,31.0,9.0,0.073,1114.0,2000,83.0,68.0,27.0,0.5,13.0,17.0,0.02,False
2025-05-27 12:44:33,2025-05-27,12:44:33,Tuesday,12,580.0,PA-CF,26.76,12.76,126.16,138.92,263.07,89.4,124.15,True,True,False,1.02,0.3,30.5,11.0,0.094,919.0,2000,98.0,77.0,33.0,0.5,10.0,19.0,0.02,False
2025-05-27 15:04:59,2025-05-27,15:04:59,Tuesday,15,87.3,PLA Basic,1.83,1.22,6.15,7.37,12.91,75.1,5.54,False,False,False,1.05,0.29,24.6,10.0,0.078,1033.0,2000,111.0,68.0,43.0,0.5,13.0,18.0,0.021,True
2025-05-28 22:43:33,2025-05-28,22:43:33,Wednesday,22,72.3,PA-CF,3.09,1.59,10.49,12.08,20.33,68.3,8.25,False,True,False,1.02,0.28,25.4,8.0,0.091,972.0,2000,90.0,65.0,45.0,0.5,11.0,18.0,0.02,False
2025-05-29 05:16:21,2025-05-29,05:16:21,Thursday,5,111.5,PLA Wood,1.7,2.23,6.25,8.48,30.97,265.4,22.49,True,False,False,1.04,0.28,27.6,10.0,0.074,1097.0,2000,81.0,67.0,48.0,0.5,15.0,18.0,0.015,True
2025-05-29 14:18:19,2025-05-29,14:18:19,Thursday,14,288.0,PLA Silk,5.33,8.64,20.81,29.45,55.23,87.6,25.78,False,False,False,1.05,0.29,30.0,10.0,0.076,1046.0,2000,113.0,77.0,42.0,0.5,10.0,16.0,0.019,True
2025-05-29 19:09:22,2025-05-29,19:09:22,Thursday,19,22.4,PLA Matte,0.49,0.34,1.75,2.08,3.51,68.6,1.43,False,False,False,1.07,0.3,23.7,11.0,0.091,1091.0,2000,113.0,60.0,36.0,0.5,14.0,16.0,0.022,True
2025-05-30 09:54:04,2025-05-30,09:54:04,Friday,9,40.0,Glass Fiber,0.8,1.0,3.37,4.37,7.37,68.6,3.0,False,True,False,1.1,0.31,34.6,8.0,0.087,1032.0,2000,91.0,62.0,27.0,0.5,12.0,16.0,0.02,True
2025-05-30 16:40:06,2025-05-30,16:40:06,Friday,16,149.9,PA12-CF,2.72,3.6,11.0,14.6,25.2,72.6,10.6,False,True,False,1.08,0.31,29.6,9.0,0.072,948.0,2000,102.0,63.0,50.0,0.5,10.0,18.0,0.018,True
2025-05-30 19:20:40,2025-05-30,19:20:40,Friday,19,59.3,PLA Premium,1.07,1.78,4.55,6.33,11.27,78.1,4.94,False,False,False,1.06,0.31,33.1,10.0,0.093,1040.0,2000,86.0,75.0,32.0,0.5,11.0,17.0,0.018,True
2025-05-31 06:47:22,2025-05-31,06:47:22,Saturday,6,71.3,ASA,1.3,1.43,4.97,6.4,11.57,80.8,5.17,False,False,False,1.04,0.29,29.5,10.0,0.092,964.0,2000,87.0,79.0,47.0,0.5,14.0,16.0,0.018,True
2025-05-31 08:20:29,2025-05-31,08:20:29,Saturday,8,114.0,PLA Premium,2.47,3.42,7.69,11.11,19.61,76.5,8.5,False,False,False,1.08,0.29,24.9,9.0,0.09,941.0,2000,100.0,66.0,42.0,0.5,10.0,20.0,0.022,True
2025-05-31 10:40:21,2025-05-31,10:40:21,Saturday,10,43.0,PC,0.81,0.86,3.13,3.99,6.96,74.4,2.97,False,False,False,1.04,0.29,29.7,10.0,0.091,1008.0,2000,83.0,72.0,34.0,0.5,13.0,19.0,0.019,True
2025-05-31 10:56:26,2025-05-31,10:56:26,Saturday,10,198.2,TPU 95A,3.91,5.95,12.94,18.88,33.29,76.3,14.41,False,False,False,1.05,0.31,30.4,8.0,0.089,924.0,2000,90.0,70.0,30.0,0.5,11.0,16.0,0.02,True
2025-05-31 13:55:12,2025-05-31,13:55:12,Saturday,13,98.2,PC,2.34,1.96,8.32,10.29,17.63,71.4,7.34,False,False,False,1.01,0.29,29.4,9.0,0.077,1083.0,2000,111.0,62.0,38.0,0.5,10.0,16.0,0.024,True
2025-05-31 15:21:25,2025-05-31,15:21:25,Saturday,15,272.2,PETG-CF,6.69,6.53,27.52,34.05,58.9,73.0,24.85,False,True,False,1.07,0.31,23.7,11.0,0.093,1163.0,2000,94.0,68.0,49.0,0.5,10.0,15.0,0.025,True
2025-05-31 18:27:33,2025-05-31,18:27:33,Saturday,18,19.8,PLA Premium,0.31,0.59,1.15,1.75,3.2,83.1,1.45,False,False,False,1.06,0.31,34.2,8.0,0.089,1127.0,2000,93.0,78.0,49.0,0.5,13.0,16.0,0.015,True
2025-05-31 21:52:57,2025-05-31,21:52:57,Saturday,21,98.7,ABS,1.9,1.58,7.51,9.08,16.81,85.0,7.73,False,False,False,1.04,0.31,28.1,11.0,0.076,922.0,2000,109.0,80.0,36.0,0.5,13.0,19.0,0.019,True
2025-06-01 11:51:04,2025-06-01,11:51:04,Sunday,11,97.5,PLA Wood,2.32,1.95,7.94,9.89,29.84,201.8,19.95,True,False,False,1.07,0.3,24.8,10.0,0.09,1063.0,2000,96.0,64.0,43.0,0.5,10.0,16.0,0.024,True
2025-06-01 16:08:10,2025-06-01,16:08:10,Sunday,16,38.1,Glass Fiber,0.87,0.95,3.31,4.26,7.46,75.0,3.2,False,True,False,1.0,0.3,26.8,9.0,0.089,1009.0,2000,89.0,71.0,36.0,0.5,11.0,18.0,0.023,True
2025-06-01 17:43:23,2025-06-01,17:43:23,Sunday,17,13.5,PC,0.28,0.27,1.02,1.29,2.19,69.6,0.9,False,False,False,1.05,0.28,25.2,11.0,0.083,985.0,2000,83.0,66.0,38.0,0.5,12.0,16.0,0.02,True
